,AST,BLK,DREB,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FTA,FTM,FT_PCT,GP,GS,LEAGUE_ID,MIN,OREB,ORGANIZATION_ID,PF,PLAYER_AGE,PLAYER_ID,PTS,RANK_AST,RANK_BLK,RANK_DREB,RANK_EFF,RANK_FG3A,RANK_FG3M,RANK_FG3_PCT,RANK_FGA,RANK_FGM,RANK_FG_PCT,RANK_FTA,RANK_FTM,RANK_FT_PCT,RANK_MIN,RANK_OREB,RANK_PTS,RANK_REB,RANK_STL,RANK_TOV,REB,SCHOOL_NAME,SEASON_ID,STL,TEAM_ABBREVIATION,TEAM_ID,TOV,Team_ID,id,full_name,first_name,last_name,is_active
41120,213,27,193,334,127,0.38,610,252,0.413,64,53,0.828,56,48,00,1760.0,35,,139,21.0,1628989,684,,,,,,,,,,,,,,,,,,,,228,,2019-20,51,ATL,1610612737.0,87,,1628989,Kevin Huerter,Kevin,Huerter,True
41126,,,,,,,,,,,,,NR,NR,00,,,,,NR,1628989,,63.0,117,134,131.0,47,47,62,95.0,117.0,116.0,233.0,216.0,,74.0,194,112.0,153.0,101,100,,,2019-20,,ATL,1610612737.0,,,1628989,Kevin Huerter,Kevin,Huerter,True
41401,112,18,242,304,108,0.355,683,280,0.41,144,110,0.764,63,62,00,2018.0,44,,182,22.0,1629631,778,,,,,,,,,,,,,,,,,,,,286,,2019-20,44,ATL,1610612737.0,103,,1629631,De'Andre Hunter,De'Andre,Hunter,True
41406,,,,,,,,,,,,,NR,NR,00,,,,,NR,1629631,,140.0,175,86,148.0,65,71,106,75.0,94.0,119,98.0,95.0,82,26.0,161,90.0,96.0,130,73,,,2019-20,,ATL,1610612737.0,,,1629631,De'Andre Hunter,De'Andre,Hunter,True
41594,26,7,90,38,12,0.316,175,80,0.457,78,46,0.59,28,10,00,527.0,18,,47,23.0,1628990,218,,,,,,,,,,,,,,,,,,,,108,,2019-20,27,CHI,1610612741.0,27,,1628990,Chandler Hutchison,Chandler,Hutchison,True
41599,,,,,,,,,,,,,NR,NR,00,,,,,NR,1628990,,357.0,312,288,315.0,328,327,,317.0,309.0,,195.0,235.0,,325.0,310,309.0,296.0,231,317,,,2019-20,,CHI,1610612741.0,,,1628990,Chandler Hutchison,Chandler,Hutchison,True
41657,73,42,310,166,66,0.398,623,323,0.518,119,89,0.748,50,27,00,1377.0,104,,138,30.0,201586,801,,,,,,,,,,,,,,,,,,,,414,,2019-20,24,TOR,1610612761.0,100,,201586,Serge Ibaka,Serge,Ibaka,True
41679,,,,,,,,,,,,,NR,NR,00,,,,,NR,201586,,218.0,58,37,76.0,159,143,30.0,90.0,70.0,22.0,125.0,129.0,,155.0,38,87.0,34.0,252,77,,,2019-20,,TOR,1610612761.0,,,201586,Serge Ibaka,Serge,Ibaka,True
41704,28,16,43,24,9,0.375,51,25,0.49,8,2,0.25,14,0,00,259.0,10,,28,36.0,2738,61,,,,,,,,,,,,,,,,,,,,53,,2019-20,8,MIA,1610612748.0,17,,2738,Andre Iguodala,Andre,Iguodala,True
41739,,,,,,,,,,,,,NR,NR,00,,,,,NR,2738,,352.0,191,367,385.0,352,336,,409.0,400.0,,415.0,445.0,,393.0,368,407.0,373.0,373,364,,,2019-20,,MIA,1610612748.0,,,2738,Andre Iguodala,Andre,Iguodala,True
41818,47,14,216,124,46,0.371,290,137,0.472,75,62,0.827,56,8,00,896.0,60,,87,32.0,101141,382,,,,,,,,,,,,,,,,,,,,276,,2019-20,23,MIL,1610612749.0,33,,101141,Ersan Ilyasova,Ersan,Ilyasova,True
41838,,,,,,,,,,,,,NR,NR,00,,,,,NR,101141,,288.0,219,110,205.0,204,194,,234.0,234.0,,202.0,188.0,,254.0,103,227.0,101.0,258,291,,,2019-20,,MIL,1610612749.0,,,101141,Ersan Ilyasova,Ersan,Ilyasova,True
41896,331,9,233,310,123,0.397,494,218,0.441,84,65,0.774,64,37,00,1916.0,23,,135,32.0,204060,624,,,,,,,,,,,,,,,,,,,,256,,2019-20,57,UTA,1610612762.0,124,,204060,Joe Ingles,Joe,Ingles,True
41907,,,,,,,,,,,,,NR,NR,00,,,,,NR,204060,,25.0,276,89,90.0,63,52,34.0,140.0,142.0,,183.0,181.0,,39.0,267,130.0,128.0,71,50,,,2019-20,,UTA,1610612762.0,,,204060,Joe Ingles,Joe,Ingles,True
41927,241,37,301,354,137,0.387,1006,469,0.466,330,283,0.858,56,56,00,1918.0,49,,162,22.0,1627742,1358,,,,,,,,,,,,,,,,,,,,350,,2019-20,56,NOP,1610612740.0,174,,1627742,Brandon Ingram,Brandon,Ingram,True
41929,1,0,0,3,0,0.0,4,1,0.25,0,0,0.0,1,0,00,9.0,1,,0,22.0,1627742,2,,,,,,,,,,,,,,,,,,,,1,,2019-20,1,GNS,1610616833.0,1,,1627742,Brandon Ingram,Brandon,Ingram,True
41936,,,,,,,,,,,,,NR,NR,00,,,,,NR,1627742,,52.0,75,42,27.0,40,32,50.0,19.0,21.0,59.0,21.0,14.0,27,38.0,149,16.0,64.0,75,17,,,2019-20,,NOP,1610612740.0,,,1627742,Brandon Ingram,Brandon,Ingram,True
41958,128,10,81,142,56,0.394,416,199,0.478,102,94,0.922,20,20,00,658.0,22,,53,27.0,202681,548,,,,,,,,,,,,,,,,,,,,103,,2019-20,27,BKN,1610612751.0,52,,202681,Kyrie Irving,Kyrie,Irving,True
41982,,,,,,,,,,,,,NR,NR,00,,,,,NR,202681,,117.0,259,302,209.0,183,167,,171.0,165.0,,150.0,122.0,,303.0,278,162.0,303.0,231,201,,,2019-20,,BKN,1610612751.0,,,202681,Kyrie Irving,Kyrie,Irving,True
41989,44,78,165,91,30,0.33,322,149,0.463,73,56,0.767,32,32,00,949.0,57,,79,22.0,1628371,384,,,,,,,,,,,,,,,,,,,,222,,2019-20,50,ORL,1610612753.0,47,,1628371,Jonathan Isaac,Jonathan,Isaac,True
41997,,,,,,,,,,,,,NR,NR,00,,,,,NR,1628371,,297.0,18,169,206.0,254,250,,214.0,220.0,,211.0,208.0,,241.0,113,226.0,160.0,106,221,,,2019-20,,ORL,1610612753.0,,,1628371,Jonathan Isaac,Jonathan,Isaac,True
42136,46,11,90,67,21,0.313,194,77,0.397,76,62,0.816,45,18,00,810.0,23,,62,25.0,1628411,237,,,,,,,,,,,,,,,,,,,,113,,2019-20,25,ORL,1610612753.0,18,,1628411,Wes Iwundu,Wes,Iwundu,True
42147,,,,,,,,,,,,,NR,NR,00,,,,,NR,1628411,,291.0,253,288,295.0,289,285,,299.0,316.0,,199.0,188.0,,270.0,267,294.0,284.0,242,356,,,2019-20,,ORL,1610612753.0,,,1628411,Wes Iwundu,Wes,Iwundu,True
42279,41,4,52,120,39,0.325,257,99,0.385,64,48,0.75,51,1,00,656.0,19,,67,21.0,1628402,285,,,,,,,,,,,,,,,,,,,,71,,2019-20,15,NOP,1610612740.0,43,,1628402,Frank Jackson,Frank,Jackson,True
42284,,,,,,,,,,,,,NR,NR,00,,,,,NR,1628402,,310.0,364,354,337.0,208,216,,256.0,280.0,,233.0,227.0,,304.0,302,272.0,349.0,315,239,,,2019-20,,NOP,1610612740.0,,,1628402,Frank Jackson,Frank,Jackson,True
42399,31,9,47,72,23,0.319,155,68,0.439,44,29,0.659,18,0,00,357.0,11,,39,23.0,1628367,188,,,,,,,,,,,,,,,,,,,,58,,2019-20,18,MEM,1610612763.0,25,,1628367,Josh Jackson,Josh,Jackson,True
42405,,,,,,,,,,,,,NR,NR,00,,,,,NR,1628367,,341.0,276,362,351.0,277,276,,338.0,331.0,,280.0,299.0,,361.0,359,329.0,368.0,299,324,,,2019-20,,MEM,1610612763.0,,,1628367,Josh Jackson,Josh,Jackson,True
42410,49,10,115,151,45,0.298,311,124,0.399,44,36,0.818,58,2,00,929.0,27,,58,24.0,1628382,329,,,,,,,,,,,,,,,,,,,,142,,2019-20,12,DAL,1610612742.0,12,,1628382,Justin Jackson,Justin,Jackson,True
42416,,,,,,,,,,,,,NR,NR,00,,,,,NR,1628382,,276.0,259,241,275.0,175,198,,222.0,250.0,,280.0,261.0,,244.0,237,255.0,246.0,337,389,,,2019-20,,DAL,1610612742.0,,,1628382,Justin Jackson,Justin,Jackson,True
42631,72,1,30,82,31,0.378,198,76,0.384,33,26,0.788,14,10,00,381.0,11,,21,29.0,202704,209,,,,,,,,,,,,,,,,,,,,41,,2019-20,8,DET,1610612765.0,23,,202704,Reggie Jackson,Reggie,Jackson,True
42632,29,4,22,31,14,0.452,59,31,0.525,10,9,0.9,9,1,00,175.0,4,,19,29.0,202704,85,,,,,,,,,,,,,,,,,,,,26,,2019-20,2,LAC,1610612746.0,17,,202704,Reggie Jackson,Reggie,Jackson,True
42633,101,5,52,113,45,0.398,257,107,0.416,43,35,0.814,23,11,00,556.0,15,,40,29.0,202704,294,,,,,,,,,,,,,,,,,,,,67,,2019-20,10,TOT,0.0,40,,202704,Reggie Jackson,Reggie,Jackson,True
42652,,,,,,,,,,,,,NR,NR,00,,,,,NR,202704,,158.0,349,354,300.0,223,198,,256.0,266.0,,287.0,267.0,,322.0,335,268.0,356.0,355,253,,,2019-20,,LAC,1610612746.0,,,202704,Reggie Jackson,Reggie,Jackson,True
42723,76,87,201,340,135,0.397,701,328,0.468,166,123,0.741,54,54,00,1512.0,53,,219,20.0,1628991,914,,,,,,,,,,,,,,,,,,,,254,,2019-20,36,MEM,1610612763.0,94,,1628991,Jaren Jackson Jr.,Jaren,Jackson Jr.,True
42728,,,,,,,,,,,,,NR,NR,00,,,,,NR,1628991,,208.0,10,127,91.0,45,35,33.0,69.0,65.0,56.0,79.0,79.0,89,126.0,135,67.0,130.0,179,85,,,2019-20,,MEM,1610612763.0,,,1628991,Jaren Jackson Jr.,Jaren,Jackson Jr.,True
42860,16,9,24,26,9,0.346,78,33,0.423,21,10,0.476,34,0,00,218.0,6,,16,23.0,1629713,85,,,,,,,,,,,,,,,,,,,,30,,2019-20,6,SAC,1610612758.0,8,,1629713,Justin James,Justin,James,True
42867,,,,,,,,,,,,,NR,NR,00,,,,,NR,1629713,,390.0,276,409,409.0,349,336,,384.0,387.0,,364.0,383.0,,408.0,406,390.0,413.0,396,409,,,2019-20,,SAC,1610612758.0,,,1629713,Justin James,Justin,James,True
42884,636,30,414,381,133,0.349,1176,586,0.498,343,239,0.697,60,60,00,2094.0,59,,106,35.0,2544,1544,,,,,,,,,,,,,,,,,,,,473,,2019-20,74,LAL,1610612747.0,239,,2544,LeBron James,LeBron,James,True
42915,6,2,3,10,2,0.2,20,9,0.45,4,3,0.75,1,1,00,19.0,2,,1,35.0,2544,23,,,,,,,,,,,,,,,,,,,,5,,2019-20,1,LBN,1610616834.0,6,,2544,LeBron James,LeBron,James,True
42933,,,,,,,,,,,,,NR,NR,00,,,,,NR,2544,,1.0,100,14,4.0,29,36,115,8.0,4.0,31,18.0,23.0,100,18.0,107,8.0,21.0,33,4,,,2019-20,,LAL,1610612747.0,,,2544,LeBron James,LeBron,James,True
43183,4,3,13,0,0,0.0,14,5,0.357,14,5,0.357,18,0,00,74.0,10,,7,26.0,1628518,15,,,,,,,,,,,,,,,,,,,,23,,2019-20,1,ORL,1610612753.0,3,,1628518,Amile Jefferson,Amile,Jefferson,True
43186,,,,,,,,,,,,,NR,NR,00,,,,,NR,1628518,,445.0,390,428,442.0,486,435,,457.0,453.0,,386.0,421.0,,437.0,368,453.0,421.0,451,437,,,2019-20,,ORL,1610612753.0,,,1628518,Amile Jefferson,Amile,Jefferson,True
43266,1,0,0,4,1,0.25,7,3,0.429,0,0,0.0,6,0,00,19.0,1,,3,22.0,1629610,7,,,,,,,,,,,,,,,,,,,,1,,2019-20,1,SAC,1610612758.0,0,,1629610,DaQuan Jeffries,DaQuan,Jeffries,True
43272,,,,,,,,,,,,,NR,NR,00,,,,,NR,1629610,,476.0,461,501,478.0,425,408,,474.0,469.0,,482.0,477.0,,483.0,455,472.0,495.0,451,488,,,2019-20,,SAC,1610612758.0,,,1629610,DaQuan Jeffries,DaQuan,Jeffries,True
43432,43,3,35,47,13,0.277,106,37,0.349,14,11,0.786,28,0,00,315.0,6,,28,22.0,1629660,98,,,,,,,,,,,,,,,,,,,,41,,2019-20,14,PHX,1610612756.0,18,,1629660,Ty Jerome,Ty,Jerome,True
43438,,,,,,,,,,,,,NR,NR,00,,,,,NR,1629660,,300.0,390,388,389.0,315,324,,364.0,377.0,,386.0,377.0,,376.0,406,378.0,394.0,322,356,,,2019-20,,PHX,1610612756.0,,,1629660,Ty Jerome,Ty,Jerome,True
43460,2,0,11,0,0,0.0,15,7,0.467,6,4,0.667,13,0,00,54.0,7,,6,23.0,1628993,18,,,,,,,,,,,,,,,,,,,,18,,2019-20,0,IND,1610612754.0,3,,1628993,Alize Johnson,Alize,Johnson,True
43466,,,,,,,,,,,,,NR,NR,00,,,,,NR,1628993,,458.0,461,431,442.0,486,435,,453.0,446.0,,428.0,429.0,,445.0,399,448.0,429.0,477,437,,,2019-20,,IND,1610612754.0,,,1628993,Alize Johnson,Alize,Johnson,True
43671,2,0,5,6,1,0.167,18,5,0.278,2,2,1.0,8,0,00,46.0,1,,0,24.0,1629168,13,,,,,,,,,,,,,,,,,,,,6,,2019-20,2,ORL,1610612753.0,3,,1629168,BJ Johnson,BJ,Johnson,True
43674,,,,,,,,,,,,,NR,NR,00,,,,,NR,1629168,,458.0,461,457,474.0,412,408,,446.0,453.0,,456.0,445.0,,455.0,455,458.0,460.0,435,437,,,2019-20,,ORL,1610612753.0,,,1629168,BJ Johnson,BJ,Johnson,True
43713,52,16,101,229,91,0.397,325,136,0.418,46,35,0.761,49,1,00,996.0,39,,72,24.0,1629661,398,,,,,,,,,,,,,,,,,,,,140,,2019-20,30,PHX,1610612756.0,29,,1629661,Cameron Johnson,Cameron,Johnson,True
43721,,,,,,,,,,,,,NR,NR,00,,,,,NR,1629661,,266.0,191,261,249.0,105,94,32,210.0,237.0,,274.0,267.0,,230.0,180,223.0,250.0,215,308,,,2019-20,,PHX,1610612756.0,,,1629661,Cameron Johnson,Cameron,Johnson,True
44293,21,13,44,45,16,0.356,87,39,0.448,14,8,0.571,18,0,00,281.0,8,,34,33.0,201949,102,,,,,,,,,,,,,,,,,,,,52,,2019-20,6,MIA,1610612748.0,15,,201949,James Johnson,James,Johnson,True
44294,53,19,49,46,17,0.37,128,64,0.5,34,23,0.676,14,1,00,338.0,17,,46,33.0,201949,168,,,,,,,,,,,,,,,,,,,,66,,2019-20,19,MIN,1610612750.0,33,,201949,James Johnson,James,Johnson,True
44295,74,32,93,91,33,0.363,215,103,0.479,48,31,0.646,32,1,00,620.0,25,,80,33.0,201949,270,,,,,,,,,,,,,,,,,,,,118,,2019-20,25,TOT,0.0,48,,201949,James Johnson,James,Johnson,True
44316,,,,,,,,,,,,,NR,NR,00,,,,,NR,201949,,211.0,91,281,273.0,254,237,,289.0,272.0,,270.0,289.0,,307.0,254,277.0,278.0,242,215,,,2019-20,,MIN,1610612750.0,,,201949,James Johnson,James,Johnson,True
44443,6,1,12,5,2,0.4,31,16,0.516,10,7,0.7,9,0,00,92.0,5,,9,20.0,1629640,41,,,,,,,,,,,,,,,,,,,,17,,2019-20,5,SAS,1610612759.0,3,,1629640,Keldon Johnson,Keldon,Johnson,True
44447,,,,,,,,,,,,,NR,NR,00,,,,,NR,1629640,,431.0,427,430,426.0,417,396,,429.0,422.0,,407.0,401.0,,433.0,418,423.0,430.0,404,437,,,2019-20,,SAS,1610612759.0,,,1629640,Keldon Johnson,Keldon,Johnson,True
44847,8,2,19,13,2,0.154,31,8,0.258,6,5,0.833,20,0,00,96.0,3,,10,23.0,1626169,23,,,,,,,,,,,,,,,,,,,,22,,2019-20,4,TOR,1610612761.0,8,,1626169,Stanley Johnson,Stanley,Johnson,True
44857,,,,,,,,,,,,,NR,NR,00,,,,,NR,1626169,,417.0,405,417,439.0,383,396,,429.0,442.0,,428.0,421.0,,431.0,434,439.0,424.0,414,409,,,2019-20,,TOR,1610612761.0,,,1626169,Stanley Johnson,Stanley,Johnson,True
44915,50,8,42,83,24,0.289,171,65,0.38,32,24,0.75,31,3,00,515.0,10,,43,27.0,204020,178,,,,,,,,,,,,,,,,,,,,52,,2019-20,12,PHX,1610612756.0,24,,204020,Tyler Johnson,Tyler,Johnson,True
44930,,,,,,,,,,,,,NR,NR,00,,,,,NR,204020,,273.0,293,371,360.0,263,273,,324.0,334.0,,324.0,326.0,,326.0,368,339.0,375.0,337,329,,,2019-20,,PHX,1610612756.0,,,204020,Tyler Johnson,Tyler,Johnson,True
45070,446,43,508,226,71,0.314,969,512,0.528,268,218,0.813,65,65,00,2101.0,155,,200,25.0,203999,1313,,,,,,,,,,,,,,,,,,,,663,,2019-20,77,DEN,1610612743.0,202,,203999,Nikola Jokic,Nikola,Jokic,True
45075,1,0,2,3,1,0.333,4,2,0.5,0,0,0.0,1,0,00,12.0,0,,1,25.0,203999,5,,,,,,,,,,,,,,,,,,,,2,,2019-20,1,LBN,1610616834.0,0,,203999,Nikola Jokic,Nikola,Jokic,True
45081,,,,,,,,,,,,,NR,NR,00,,,,,NR,203999,,8.0,57,7,3.0,108,134,142.0,24.0,13.0,19,33.0,33.0,54,17.0,16,20.0,8.0,27,10,,,2019-20,,DEN,1610612743.0,,,203999,Nikola Jokic,Nikola,Jokic,True
45357,35,40,132,9,2,0.222,178,121,0.68,84,62,0.738,55,27,00,887.0,74,,149,24.0,1627745,306,,,,,,,,,,,,,,,,,,,,206,,2019-20,26,ATL,1610612737.0,28,,1627745,Damian Jones,Damian,Jones,True
45370,,,,,,,,,,,,,NR,NR,00,,,,,NR,1627745,,324.0,66,213,222.0,395,396,,313.0,253.0,,183.0,188.0,,259.0,76,260.0,176.0,236,314,,,2019-20,,ATL,1610612737.0,,,1627745,Damian Jones,Damian,Jones,True
45948,285,6,94,124,47,0.379,429,197,0.459,58,43,0.741,65,6,00,1232.0,9,,44,23.0,1626145,484,,,,,,,,,,,,,,,,,,,,103,,2019-20,59,MEM,1610612763.0,55,,1626145,Tyus Jones,Tyus,Jones,True
45958,,,,,,,,,,,,,NR,NR,00,,,,,NR,1626145,,35.0,329,277,167.0,204,190,,166.0,169.0,,248.0,241.0,,181.0,381,186.0,303.0,63,188,,,2019-20,,MEM,1610612763.0,,,1626145,Tyus Jones,Tyus,Jones,True
46057,57,36,156,126,34,0.27,323,166,0.514,113,88,0.779,51,15,00,1249.0,57,,114,23.0,1627884,454,,,,,,,,,,,,,,,,,,,,213,,2019-20,54,MIA,1610612748.0,27,,1627884,Derrick Jones Jr.,Derrick,Jones Jr.,True
46062,,,,,,,,,,,,,NR,NR,00,,,,,NR,1627884,,254.0,77,182,178.0,201,234,,213.0,205.0,,132.0,132.0,,176.0,113,198.0,168.0,84,317,,,2019-20,,MIA,1610612748.0,,,1627884,Derrick Jones Jr.,Derrick,Jones Jr.,True
46081,105,52,420,0,0,0.0,287,191,0.666,122,83,0.68,56,6,00,1234.0,141,,114,31.0,201599,465,,,,,,,,,,,,,,,,,,,,561,,2019-20,18,BKN,1610612751.0,74,,201599,DeAndre Jordan,DeAndre,Jordan,True
46105,,,,,,,,,,,,,NR,NR,00,,,,,NR,201599,,153.0,43,13,64.0,486,435,,237.0,173.0,,120.0,139.0,,179.0,19,195.0,13.0,299,131,,,2019-20,,BKN,1610612751.0,,,201599,DeAndre Jordan,DeAndre,Jordan,True
46304,218,21,126,134,47,0.351,369,155,0.42,58,48,0.828,64,22,00,1538.0,37,,121,28.0,202709,405,,,,,,,,,,,,,,,,,,,,163,,2019-20,46,SAC,1610612758.0,64,,202709,Cory Joseph,Cory,Joseph,True
46324,,,,,,,,,,,,,NR,NR,00,,,,,NR,202709,,61.0,151,224,194.0,195,190,,194.0,212.0,,248.0,227.0,,119.0,186,220.0,215.0,120,161,,,2019-20,,SAC,1610612758.0,,,202709,Cory Joseph,Cory,Joseph,True
46359,2,2,10,20,9,0.45,32,14,0.438,5,5,1.0,12,0,00,64.0,1,,9,22.0,1629662,42,,,,,,,,,,,,,,,,,,,,11,,2019-20,2,LAC,1610612746.0,2,,1629662,Mfiondu Kabengele,Mfiondu,Kabengele,True
46364,,,,,,,,,,,,,NR,NR,00,,,,,NR,1629662,,458.0,405,437,429.0,362,336,,427.0,426.0,,437.0,421.0,,442.0,455,421.0,441.0,435,458,,,2019-20,,LAC,1610612746.0,,,1629662,Mfiondu Kabengele,Mfiondu,Kabengele,True
46441,71,10,128,112,39,0.348,279,127,0.455,88,59,0.67,32,13,00,718.0,30,,69,26.0,1626163,352,,,,,,,,,,,,,,,,,,,,158,,2019-20,13,PHX,1610612756.0,33,,1626163,Frank Kaminsky,Frank,Kaminsky,True
46454,,,,,,,,,,,,,NR,NR,00,,,,,NR,1626163,,221.0,259,221,252.0,225,216,,244.0,247.0,,176.0,201.0,,292.0,214,242.0,226.0,326,291,,,2019-20,,PHX,1610612756.0,,,1626163,Frank Kaminsky,Frank,Kaminsky,True
46468,49,38,253,7,1,0.143,311,176,0.566,89,63,0.708,51,6,00,891.0,141,,85,27.0,202683,416,,,,,,,,,,,,,,,,,,,,394,,2019-20,21,BOS,1610612738.0,52,,202683,Enes Kanter,Enes,Kanter,True
46483,,,,,,,,,,,,,NR,NR,00,,,,,NR,202683,,276.0,73,72,145.0,403,408,,222.0,192.0,,174.0,183.0,,256.0,19,213.0,42.0,277,201,,,2019-20,,BOS,1610612738.0,,,202683,Enes Kanter,Enes,Kanter,True
46835,115,6,89,183,73,0.399,342,151,0.442,75,67,0.893,28,25,00,922.0,9,,65,23.0,1628379,442,,,,,,,,,,,,,,,,,,,,98,,2019-20,12,DET,1610612765.0,43,,1628379,Luke Kennard,Luke,Kennard,True
46841,,,,,,,,,,,,,NR,NR,00,,,,,NR,1628379,,133.0,329,294,240.0,153,128,26.0,203.0,217.0,,202.0,177.0,,247.0,381,203.0,311.0,337,239,,,2019-20,,DET,1610612765.0,,,1628379,Luke Kennard,Luke,Kennard,True
47243,1,0,3,1,0,0.0,3,0,0.0,0,0,0.0,4,0,00,15.0,0,,3,27.0,1629742,0,,,,,,,,,,,,,,,,,,,,3,,2019-20,0,UTA,1610612762.0,2,,1629742,Stanton Kidd,Stanton,Kidd,True
47245,,,,,,,,,,,,,NR,NR,00,,,,,NR,1629742,,476.0,461,471,505.0,466,435,,497.0,497.0,,482.0,477.0,,488.0,474,501.0,476.0,477,458,,,2019-20,,UTA,1610612762.0,,,1629742,Stanton Kidd,Stanton,Kidd,True
47256,10,3,26,17,5,0.294,53,18,0.34,9,7,0.778,12,0,00,160.0,9,,18,26.0,203077,48,,,,,,,,,,,,,,,,,,,,35,,2019-20,0,CHA,1610612766.0,7,,203077,Michael Kidd-Gilchrist,Michael,Kidd-Gilchrist,True
47257,3,2,17,3,0,0.0,7,1,0.143,2,2,1.0,9,0,00,71.0,3,,14,26.0,203077,4,,,,,,,,,,,,,,,,,,,,20,,2019-20,2,DAL,1610612742.0,6,,203077,Michael Kidd-Gilchrist,Michael,Kidd-Gilchrist,True
47258,13,5,43,20,5,0.25,60,19,0.317,11,9,0.818,21,0,00,231.0,12,,32,26.0,203077,52,,,,,,,,,,,,,,,,,,,,55,,2019-20,2,TOT,0.0,13,,203077,Michael Kidd-Gilchrist,Michael,Kidd-Gilchrist,True
47271,,,,,,,,,,,,,NR,NR,00,,,,,NR,203077,,399.0,349,367,416.0,362,360,,401.0,415.0,,402.0,389.0,,402.0,353,415.0,370.0,435,386,,,2019-20,,DAL,1610612742.0,,,203077,Michael Kidd-Gilchrist,Michael,Kidd-Gilchrist,True
47542,5,0,9,11,4,0.364,21,8,0.381,3,0,0.0,10,0,00,62.0,1,,10,20.0,1629663,20,,,,,,,,,,,,,,,,,,,,10,,2019-20,2,DET,1610612765.0,2,,1629663,Louis King,Louis,King,True
47546,,,,,,,,,,,,,NR,NR,00,,,,,NR,1629663,,439.0,461,440,448.0,391,370,,439.0,442.0,,453.0,477.0,,443.0,455,441.0,444.0,435,458,,,2019-20,,DET,1610612765.0,,,1629663,Louis King,Louis,King,True
47771,77,78,256,286,107,0.374,466,214,0.459,80,69,0.863,66,21,00,1695.0,99,,153,28.0,1628467,604,,,,,,,,,,,,,,,,,,,,355,,2019-20,20,DAL,1610612742.0,48,,1628467,Maxi Kleber,Maxi,Kleber,True
47775,,,,,,,,,,,,,NR,NR,00,,,,,NR,1628467,,205.0,18,70,104.0,77,74,73.0,152.0,148.0,,193.0,173.0,,89.0,45,138.0,60.0,283,215,,,2019-20,,DAL,1610612742.0,,,1628467,Maxi Kleber,Maxi,Kleber,True
47920,31,2,17,64,19,0.297,86,28,0.326,13,4,0.308,16,0,00,241.0,3,,20,28.0,202688,79,,,,,,,,,,,,,,,,,,,,20,,2019-20,5,CLE,1610612739.0,16,,202688,Brandon Knight,Brandon,Knight,True
47921,38,1,20,67,26,0.388,81,31,0.383,21,16,0.762,9,3,00,221.0,1,,20,28.0,202688,104,,,,,,,,,,,,,,,,,,,,21,,2019-20,5,DET,1610612765.0,22,,202688,Brandon Knight,Brandon,Knight,True
47922,69,3,37,131,45,0.344,167,59,0.353,34,20,0.588,25,3,00,462.0,4,,40,28.0,202688,183,,,,,,,,,,,,,,,,,,,,41,,2019-20,10,TOT,0.0,38,,202688,Brandon Knight,Brandon,Knight,True
47933,,,,,,,,,,,,,NR,NR,00,,,,,NR,202688,,231.0,390,384,365.0,196,198,,328.0,349.0,,317.0,340.0,,342.0,425,333.0,394.0,355,262,,,2019-20,,DET,1610612765.0,,,202688,Brandon Knight,Brandon,Knight,True
48044,61,28,156,199,65,0.327,401,144,0.359,101,66,0.653,65,4,00,1166.0,28,,106,20.0,1628995,419,,,,,,,,,,,,,,,,,,,,184,,2019-20,23,NYK,1610612752.0,45,,1628995,Kevin Knox II,Kevin,Knox II,True
48049,,,,,,,,,,,,,NR,NR,00,,,,,NR,1628995,,244.0,109,182,256.0,136,146,,178.0,226.0,,151.0,179.0,,197.0,229,212.0,200.0,258,231,,,2019-20,,NYK,1610612752.0,,,1628995,Kevin Knox II,Kevin,Knox II,True
48168,21,3,28,9,4,0.444,35,23,0.657,2,1,0.5,15,0,00,167.0,18,,7,23.0,1629723,51,,,,,,,,,,,,,,,,,,,,46,,2019-20,7,MEM,1610612763.0,6,,1629723,John Konchar,John,Konchar,True
48170,,,,,,,,,,,,,NR,NR,00,,,,,NR,1629723,,374.0,390,398,389.0,395,370,,420.0,405.0,,456.0,466.0,,415.0,310,416.0,385.0,384,420,,,2019-20,,MEM,1610612763.0,,,1629723,John Konchar,John,Konchar,True
48188,70,15,132,317,126,0.397,514,222,0.432,72,53,0.736,64,12,00,1398.0,16,,89,22.0,1627788,623,,,,,,,,,,,,,,,,,,,,148,,2019-20,36,PHI,1610612755.0,52,,1627788,Furkan Korkmaz,Furkan,Korkmaz,True
48197,,,,,,,,,,,,,NR,NR,00,,,,,NR,1627788,,225.0,207,213,212.0,59,48,31.0,130.0,137.0,,216.0,216.0,,152.0,330,131.0,239.0,179,201,,,2019-20,,PHI,1610612755.0,,,1627788,Furkan Korkmaz,Furkan,Korkmaz,True
48210,32,26,62,108,31,0.287,187,82,0.439,28,20,0.714,36,14,00,559.0,22,,54,24.0,1628436,215,,,,,,,,,,,,,,,,,,,,84,,2019-20,11,CHI,1610612741.0,14,,1628436,Luke Kornet,Luke,Kornet,True
48219,,,,,,,,,,,,,NR,NR,00,,,,,NR,1628436,,338.0,121,331,313.0,233,246,,306.0,304.0,,340.0,340.0,,320.0,278,311.0,334.0,348,381,,,2019-20,,CHI,1610612741.0,,,1628436,Luke Kornet,Luke,Kornet,True
